JobTitle,JobPostingURL,Locations,CompanyName,CompanyTagline,CompanyFounded,EmployeeCount,AboutCompany,Skills,Job ID
Java Developer,https://www.instahyre.com/job-324485-java-developer-at-walmart-global-tech-india-bangalore/,Bangalore,Walmart Global Tech India,Powering retail technology,1962.0,1000,Walmart is the world's largest company by revenue - approx $480 billion according to the Fortune Global 500 list in 2016 Walmart Labs is the technology arm of Walmart with a major development center in Bangalore. ,"Java, Hibernate, J2EE, Spring",324485
Backend Developer (Java),https://www.instahyre.com/job-125885-backend-developer-java-at-kaleidofin-bangalore-chennai/,"Bangalore,Chennai",Kaleidofin,Realising Unlimited Possibilities of Life,2017.0,50,"Kaleidofin is a financial platform for the informal sector, which provides intuitive solutions tailored to the customer's goals. It uses machine learning and mobile technology to deliver a paperless experience. ","Java, Microservices, Spring Boot",125885
Software Engineer 1 (Test),https://www.instahyre.com/job-328927-software-engineer-1-test-at-sortly-work-from-home/,Work From Home,Sortly,Inventory simplified,2013.0,50,Sortly is an inventory management platform that helps small businesses and large enterprises effortlessly keep track of their supplies and is supported by experienced advisors from 500 startups and Oracle. ,"Automation Testing, Mobile Apps Testing, Performance Testing, SDET, Appium, Java, JavaScript, Python, Selenium",328927
Product Solution Engineer,https://www.instahyre.com/job-328855-product-solution-engineer-at-phonepe-bangalore/,Bangalore,PhonePe,BHIM UPI based App to provide a cashless and a seamless payment experience,2015.0,1000,"PhonePe is a BHIM UPI enabled mobile payments app company which has build a platform for easy, safe and universal transfer of cash. Recently, PhonePe has developed a Point-Of-Sale system for stores in India. ","Java, SQL, Technical Support",328855
Senior Software Engineer,https://www.instahyre.com/job-325045-senior-software-engineer-at-jfrog-bangalore/,Bangalore,JFrog,Make Software Liquid,2008.0,1000,"JFrog is a computer software organization that provides services related to developing high-quality applications, specializing in software distribution, continuous integration, etc. ","Java, J2EE",325045
Senior Java Developer,https://www.instahyre.com/job-324487-senior-java-developer-at-walmart-global-tech-india-bangalore/,Bangalore,Walmart Global Tech India,Powering retail technology,1962.0,1000,Walmart is the world's largest company by revenue - approx $480 billion according to the Fortune Global 500 list in 2016 Walmart Labs is the technology arm of Walmart with a major development center in Bangalore. ,"Java, Hibernate, J2EE, Spring",324487
Fullstack Engineer - Lead,https://www.instahyre.com/job-312293-fullstack-engineer-lead-at-dunnhumby-gurgaon/,Gurgaon,Dunnhumby,The world's first Customer data science platform,1989.0,1000,"Dunnhumby is a customer intelligence platform that enables leading retailers and brands to increase revenue, brand value, and profits by delivering personalized customers experiences across all channels. ",".NET, JavaScript, Angular, ASP.NET, C#, React.js",312293
Senior Software Engineer II (Full Stack),https://www.instahyre.com/job-317891-senior-software-engineer-ii-full-stack-at-highlevel-work-from-home/,Work From Home,HighLevel,The fastest growing white-label platform,2018.0,500,"HighLevel is a SaaS-based B2B marketing platform that empowers marketing agencies with various automated tools across marketing, revenue, lead generation, and communication spaces. ","JavaScript, Angular, Node.js, React.js, Vue.js",317891
Sr. Data Scientist - 3,https://www.instahyre.com/job-315485-sr-data-scientist-3-at-acko-bangalore/,Bangalore,Acko,Welcome Change,2017.0,500,"Acko is a tech-enabled general insurance company. Offers low-cost, small-ticket insurance products based on data analytics, such as insurance for cars and bikes, cab rides and mobile phone protection. ","Machine Learning, NLP, Python, PyTorch, Scikit-learn, TensorFlow",315485
Frontend Engineer,https://www.instahyre.com/job-328984-frontend-engineer-at-phonepe-bangalore/,Bangalore,PhonePe,BHIM UPI based App to provide a cashless and a seamless payment experience,2015.0,1000,"PhonePe is a BHIM UPI enabled mobile payments app company which has build a platform for easy, safe and universal transfer of cash. Recently, PhonePe has developed a Point-Of-Sale system for stores in India. ","CSS, HTML, JavaScript, Angular, React.js, Vue.js",328984
Software Engineer IV,https://www.instahyre.com/job-324836-software-engineer-iv-at-oracle-hyderabad/,Hyderabad,Oracle,Integrated Cloud Applications and Platform Services,1980.0,1000,"With more than 380,000 customers including 100 of the Fortune 100 and with deployments across a wide variety of industries in more than 145 countries, offers an optimized and integrated stack of software systems. ","Java, Spring",324836
HR Executive,https://www.instahyre.com/job-281591-hr-executive-at-busibud-chandigarh/,Chandigarh,Busibud,"Enabling AI-powered, automated customer service suite",2013.0,10,Busibud is a tech-enabled helpdesk software company that leverages the power of AI to help enterprises by providing full-suite customer service along with automated training and management solutions. ,Recruitment,281591
Finance Executive,https://www.instahyre.com/job-293424-finance-executive-internship-at-busibud-bangalore-gurgaon-work-from-home/,"Bangalore,Gurgaon,Work From Home",Busibud,"Enabling AI-powered, automated customer service suite",2013.0,10,Busibud is a tech-enabled helpdesk software company that leverages the power of AI to help enterprises by providing full-suite customer service along with automated training and management solutions. ,"Accounting, Auditing, Finance, Financial Analysis, Financial Planning, Financial Reporting",293424
SDET,https://www.instahyre.com/job-324002-sdet-at-phonepe-bangalore/,Bangalore,PhonePe,BHIM UPI based App to provide a cashless and a seamless payment experience,2015.0,1000,"PhonePe is a BHIM UPI enabled mobile payments app company which has build a platform for easy, safe and universal transfer of cash. Recently, PhonePe has developed a Point-Of-Sale system for stores in India. ","Automation Testing, Mobile Apps Testing, SDET, Appium, Java, Python",324002
SDET,https://www.instahyre.com/job-319026-sdet-at-hashedin-by-deloitte-bangalore-chennai-gurgaon/,"Bangalore,Chennai,Gurgaon",Hashedin by Deloitte,We build deep tech SAAS products and platforms,2010.0,500,"HashedIn provides SaaS products and product engineering services specializing in cloudification, next-gen UI/UX, Web applications, Mobile Applications, Data Engineering, IoT Driven Systems, etc. ","Automation Testing, Mobile Apps Testing, Performance Testing, SDET, Appium, Cucumber, Java, JMeter, Python, Selenium, SoapUI",319026
DevOps Engineer,https://www.instahyre.com/job-316190-devops-engineer-at-synechron-pune/,Pune,Synechron,Digital | Business Consulting | Technology,2001.0,1000,"Synechron, formed in 2001, provides various services and solutions to the various sectors in the field of Digital, Business Consulting, Technology and Systems Integration. They have operations in 18 countries.","AWS, Ansible, CI - CD, Docker, Jenkins, Kubernetes, Linux, Windows",316190
Full - Stack Developer (SDE - 2),https://www.instahyre.com/job-320346-full-stack-developer-sde-2-at-instahyre-work-from-home/,Work From Home,Instahyre,Leverage the power of AI to source talent,2016.0,50,"Instahyre is an online recruitment platform using technology to disrupt how companies hire people and individuals find great jobs effortlessly. Customers include Microsoft, Amazon, Uber, etc. ","Django, Python",320346
Staff Backend Engineer,https://www.instahyre.com/job-327417-staff-backend-engineer-at-uplers-solution-work-from-home/,Work From Home,Uplers Solution,"We specialise in web development, digital marketing & marketing automation",2012.0,500,"Uplers is a one-stop digital services company delivering end-to-end web, design, digital marketing, and email production services to businesses and agencies across 52+ Nations.","AWS, DevOps, Java, Microservices, MongoDB, PostgreSQL, Spring Boot, Spring Cloud",327417
Software Development Engineer - III,https://www.instahyre.com/job-320511-software-development-engineer-iii-at-highlevel-work-from-home/,Work From Home,HighLevel,The fastest growing white-label platform,2018.0,500,"HighLevel is a SaaS-based B2B marketing platform that empowers marketing agencies with various automated tools across marketing, revenue, lead generation, and communication spaces. ","JavaScript, Angular, Node.js, React.js, Vue.js",320511
Business Intelligence Manager,https://www.instahyre.com/job-327953-business-intelligence-manager-at-get-my-parking-3-bangalore/,Bangalore,Get My Parking,Where Mobility Begins,2015.0,50,Getmyparking's mission is to organize the parking industry in India. It's platform integrates any parking equipment and connects it to mobile and cloud for a standardized seamless experience.,"Microsoft Excel, Power BI, Python, SQL, Tableau",327953
Lead Backend Engineer,https://www.instahyre.com/job-327457-lead-backend-engineer-at-skuad-3-gurgaon/,Gurgaon,Skuad,Global HR platform for your remote teams,2019.0,50,"Skuad is a digital payroll platform that makes it easy for companies to build remote teams. Its features include managing invoices, handling payroll, etc. irrespective of where the team operates from. ",Node.js,327457
Senior Backend Developer (Cloud),https://www.instahyre.com/job-329028-senior-backend-developer-cloud-at-uplers-solution-delhi-ghaziabad-noida/,"Delhi,Ghaziabad,Noida",Uplers Solution,"We specialise in web development, digital marketing & marketing automation",2012.0,500,"Uplers is a one-stop digital services company delivering end-to-end web, design, digital marketing, and email production services to businesses and agencies across 52+ Nations.","AWS, Distributed Systems, Git, Google Cloud, Node.js, Serverless Framework",329028
Fullstack Engineer,https://www.instahyre.com/job-318714-fullstack-engineer-at-exxat-bangalore/,Bangalore,Exxat,Education management solutions for allied health sciences,2011.0,50,"Exxat creates products that improve educational outcomes for academic institutes in the allied healthcare sector, helping communities to optimize resources and improve educational outcomes. ",".NET, JavaScript, Angular, ASP.NET, C#",318714
SOC Lead,https://www.instahyre.com/job-325300-soc-lead-at-sumo-logic-2-work-from-home/,Work From Home,Sumo Logic,Be a Part of Something Legendary,2010.0,500,"Sumo Logic is a secure, cloud-native, machine data analytics service, delivering real-time, intelligence from structured, semi-structured & unstructured data across the entire application lifecycle & stack. ","Application Security, Cloud Security, Information Security, Vulnerability Assessment",325300
Lead Product Engineer - Machine Learning,https://www.instahyre.com/job-326915-lead-product-engineer-machine-learning-at-sprinklr-gurgaon/,Gurgaon,Sprinklr,A billion dollar start-up that cracked social advertising,2009.0,1000,"Sprinklr is social media management enterprise system providing products for Marketing, Advertising, Research, Commerce, Social, Customer Care, Strategy, Analytics, Optimization, Design, etc. ","Computer Vision, Machine Learning, NLP, PyTorch, TensorFlow",326915
Software Engineer 3,https://www.instahyre.com/job-321184-software-engineer-3-at-sortly-work-from-home/,Work From Home,Sortly,Inventory simplified,2013.0,50,Sortly is an inventory management platform that helps small businesses and large enterprises effortlessly keep track of their supplies and is supported by experienced advisors from 500 startups and Oracle. ,"Java, Ruby",321184
Full - Stack Developer (SDE - 1),https://www.instahyre.com/job-19-full-stack-developer-sde-1-at-instahyre-work-from-home/,Work From Home,Instahyre,Leverage the power of AI to source talent,2016.0,50,"Instahyre is an online recruitment platform using technology to disrupt how companies hire people and individuals find great jobs effortlessly. Customers include Microsoft, Amazon, Uber, etc. ",Django,19
Java Developer,https://www.instahyre.com/job-316150-java-developer-at-synechron-bangalore-pune/,"Bangalore,Pune",Synechron,Digital | Business Consulting | Technology,2001.0,1000,"Synechron, formed in 2001, provides various services and solutions to the various sectors in the field of Digital, Business Consulting, Technology and Systems Integration. They have operations in 18 countries.","Java, Spring",316150
Customer Success Associate,https://www.instahyre.com/job-200441-customer-success-associate-at-instahyre-bangalore/,Bangalore,Instahyre,Leverage the power of AI to source talent,2016.0,50,"Instahyre is an online recruitment platform using technology to disrupt how companies hire people and individuals find great jobs effortlessly. Customers include Microsoft, Amazon, Uber, etc. ","Business Development, Corporate Sales, Customer Relationship, Customer Service, Sales",200441
Sales Manager,https://www.instahyre.com/job-56204-sales-manager-at-instahyre-bangalore/,Bangalore,Instahyre,Leverage the power of AI to source talent,2016.0,50,"Instahyre is an online recruitment platform using technology to disrupt how companies hire people and individuals find great jobs effortlessly. Customers include Microsoft, Amazon, Uber, etc. ","Business Development, Corporate Sales, Direct Sales, Sales",56204
DevOps Engineer,https://www.instahyre.com/job-320730-devops-engineer-at-integrate-chennai-work-from-home/,"Chennai,Work From Home",Integrate,Enabling B2B marketers across demand channels,2010.0,200,"Integrate is a cloud-based marketing firm unifying demand marketing channels into a single SaaS platform and offers automation tools, data governance, analytics, and more empowering marketers across all industries. ","CI - CD, Linux, Windows, Ansible, Azure, Docker, Kubernetes",320730
Senior Software Engineer,https://www.instahyre.com/job-329894-senior-software-engineer-at-innovatily-2-bangalore/,Bangalore,Innovatily,Transform product vision into reality,2020.0,50,"Innovatily is an IT company proficient in ROI-driven tech services including software development, data science, analytics, product engineering, advanced AI/ML, and cloud solutions to transform the digital journey. ","Node.js, Express.js",329894
Product Analyst 2,https://www.instahyre.com/job-323379-product-analyst-2-at-zepto-bangalore/,Bangalore,Zepto,Groceries delivered in 10 minutes,2021.0,1000,Zepto is an online grocery delivery platform that aims to deliver groceries in less than 10 minutes through its network of hyperlocal stores and optimized micro warehouses. ,"Python, SQL, Tableau",323379
Product Support Analyst,https://www.instahyre.com/job-310406-product-support-analyst-at-epsilon-bangalore/,Bangalore,Epsilon,World’s leading marketing solutions provider,2015.0,1000,"Headquartered in the US, Epsilon provides customers tools for digital messaging: Email, mobile & social, Email and cross channel services, Marketing automation and Marketing operations. Recently opened offices in India.","Cloud Computing, IT Support, Java, Linux, Networking, SQL, Technical Support, AWS, Azure",310406
Node.js Developer,https://www.instahyre.com/job-326452-nodejs-developer-at-head-digital-works-bangalore/,Bangalore,Head Digital Works,More and beyond,2005.0,200,Head Infotech is a product development company that serves to the online gaming industry with its online gaming portals such as ace2three.com which is an online skill based casual card game platform. ,"Node.js, Express.js",326452
SDE1,https://www.instahyre.com/job-299496-sde1-at-greenstitch-bangalore/,Bangalore,GreenStitch.io,Data-driven sustainability solutions,2023.0,1,GreenStitch is a SaaS platform for GHG measurement and management in the fashion and textile industry specializing in Scope 3 and product cycle to measure carbon emissions across the farm-to-fashion value chain. ,"Java, Spring",299496
Fullstack Developer (Java),https://www.instahyre.com/job-329725-fullstack-developer-java-at-techverito-pune/,Pune,TechVerito,Turning ideas into reality,2016.0,50,"TechVerito is an IT & Services company that offers services & solutions clustered around Web & Mobile Application Development, Continuous Integration & Delivery, Agile Consulting, etc. ","Java, JavaScript, Angular, J2EE, React.js, Spring, Vue.js",329725
Project Manager,https://www.instahyre.com/job-320811-project-manager-at-ienergizer-2-work-from-home/,Work From Home,iEnergizer,Global provider of business process outsourcing,2000.0,1000,"iEnergizer is a business process outsourcing provider of customer management solutions such as customer care, technical support, market research, testing, and more to healthcare, BFSI, gaming, and other sectors. ",Customer Service,320811
DevOps Engineer,https://www.instahyre.com/job-329154-devops-engineer-at-roku-bangalore/,Bangalore,Roku,#1 TV streaming platform in the US,2002.0,1000,Roku operates in the media streaming and TV entertainment ecosystem and offers a wide range of software and hardware products that make content delivery across 80 million US homes seamless. ,"Kubernetes, Terraform, DevOps, Istio, AWS CloudFormation",329154
Senior Software Engineer II,https://www.instahyre.com/job-323785-senior-software-engineer-ii-at-atlan-work-from-home/,Work From Home,Atlan,"Helping data teams to do more, together",2019.0,50,"Atlan is a global Information Technology and Services company that specializes in Data Collection, Data & Analytics, Data Visualization, Monitoring and Evaluation, etc.","Golang, Kubernetes, Identity Access Management (IAM), Data Structures, Algorithms",323785
Engineering Manager,https://www.instahyre.com/job-325329-engineering-manager-at-ivy-comptech-hyderabad/,Hyderabad,Ivy Comptech,Gaming Software | Transaction Processing | Workflow Management | Games Design,2002.0,500,"IVY Comptech is a Computer Software company that engages in providing online and retail gaming in regulated markets. It owns brands like Bwin, Ladbrokes, Gala Coral, Partypoker, FoxyBingo, Sportingbet, etc.","Java, Kafka, NoSQL, Node.js, Python, RabbitMQ, Redis, SQL, Spring",325329
IT Recruiter and Office Administrator,https://www.instahyre.com/job-324299-it-recruiter-and-office-administrator-at-auxia-bangalore/,Bangalore,Auxia,The composable AI platform for modern growth teams,2022.0,10,"Auxia is a composable, AI-based growth platform reinventing how companies activate, engage, monetize, and retain their customers by offering various integration, marketing, and reporting tools. ","Campus Recruitment, IT Recruitment, Recruitment",324299
Staff Software Engineer,https://www.instahyre.com/job-322620-staff-software-engineer-at-narvar-bangalore/,Bangalore,Narvar,Simplify the everyday lives of consumers,2012.0,200,"Narvar helps retailers champion their customers at every step of the journey specializing in Pre-purchase delivery prediction, branded package tracking, seamless returns and exchanges, in-store experiences, etc. ","Golang, Java, J2EE, Spring",322620
Staff Software Engineer - Ecommerce,https://www.instahyre.com/job-328349-staff-software-engineer-ecommerce-at-crunchyroll-hyderabad/,Hyderabad,Crunchyroll,Bringing the latest and greatest anime at speed,2006.0,1000,"Crunchyroll is a subscription-based anime and manga streaming platform with access to 1,000+ titles and 30,000 episodes of anime across 15 platforms including various gaming consoles, operating 12 offices globally. ","Algorithms, Bootstrap, Data Structures, Node.js, React.js, SFCC",328349
Administrative and Data Analyst - Solam01W4,https://www.instahyre.com/job-329186-administrative-and-data-analyst-solam01w4-at-3m-bangalore/,Bangalore,3M,"Science, applied to life",1902.0,1000,"3M is a Fortune 500 ranked diversified technology company operating in 70+ countries and produces over 60,000 products under several brands and industries such as FMCG, healthcare, safety, automotive, etc. ","Workday, HR Operations, HR Analytics, Customer Interaction, Workday HCM",329186
DevOps Engineer (AWS),https://www.instahyre.com/job-294607-devops-engineer-aws-at-epam-systems-bangalore-hyderabad-pune/,"Bangalore,Hyderabad,Pune",EPAM Systems,Software Product Development Services,1993.0,1000,"US based EPAM Systems is a leading global product development and digital platform engineering services company. With a presence around the world, it has ranked #12 in FORBES 25 Fastest Growing Public Tech Companies.","AWS, Ansible, Docker, Jenkins, Kubernetes, Linux, Python, Shell Scripting, Terraform",294607
Senior Software Engineer,https://www.instahyre.com/job-327245-senior-software-engineer-at-cisco-bangalore/,Bangalore,Cisco,Bridge to possible,1984.0,1000,"Cisco is the worldwide leader in IT and networking, it develops, manufactures, and sells networking hardware, software, telecommunications equipment, and other high-technology services and products. ","C++, Linux",327245
Frontend Developer,https://www.instahyre.com/job-330132-frontend-developer-at-inara-chennai/,Chennai,INARA,A world where every child has agency to create a dignified life,2015.0,50,INARA is a global NPO that seeks to improve the lives of trauma-impacted children by providing medical and mental health care through trained professionals along with financial support for recovery. ,"React.js, Node.js, Algorithms, Redux",330132
Sales & Business Development Associate,https://www.instahyre.com/job-330058-sales-business-development-associate-at-thrillophilia-3-jaipur/,Jaipur,Thrillophilia,Changing how the world experiences the world,2011.0,500,"Thrillophilia is an online platform for discovering and booking travel experiences that offers 24,000+ products and services ranging from adventures, sightseeing tours, offbeat honeymoon options, and more. ","Business Development, Sales, Customer Interaction, CRM",330058
Senior Software Engineer,https://www.instahyre.com/job-329957-senior-software-engineer-at-roku-bangalore/,Bangalore,Roku,#1 TV streaming platform in the US,2002.0,1000,Roku operates in the media streaming and TV entertainment ecosystem and offers a wide range of software and hardware products that make content delivery across 80 million US homes seamless. ,"Machine Learning, TensorFlow, Python, Spark, Java",329957
Event Sales Executive,https://www.instahyre.com/job-330144-event-sales-executive-at-abresh-events-indore/,Indore,ABResh Events,"Elite, engaged, evolved",2024.0,50,"ABResh is an events services company fostering a community of passionate individuals for personal and professional growth through activities like hackathons, cultural festivals, wellness workshops, and mentorship. ","Sales, Corporate Sales, Direct Sales, Telecalling",330144
Software Engineer - Java,https://www.instahyre.com/job-321965-software-engineer-java-at-impact-analytics-bangalore/,Bangalore,Impact Analytics,Blending the Science & Art of AI,2015.0,50,"Impact Analytics helps clients by providing solutions of Price Optimization, Marketing Analytics, Omnichannel Solutions, Personalization, Buying Optimization, CRM, Churn Reduction, Campaign Management, etc. ","Java, Spring",321965
Product Manager,https://www.instahyre.com/job-247967-product-manager-at-makerobos-innovation-labs-jaipur/,Jaipur,Makerobos Innovation Labs,Build enterprise chatbot for sales & marketing,2018.0,10,"Makerobos builds enterprise chatbot for sales & marketing specializing in Machine Learning, Internet of things, Smart Recommendation Engines, Conversational AI, Speech AI, etc.","Consumer Software, Enterprise Software, Product Management",247967
Lead Product Manager,https://www.instahyre.com/job-327528-lead-product-manager-at-5day-ahmedabad/,Ahmedabad,5day.io,A project management platform that makes work fun,2022.0,10,"5day.io is an intelligent work management platform that empowers organizations to streamline project management, tasks, and collaboration by offering a single, integrated solution to automate manual processes. ","Product Management, KPI",327528
Senior Software Engineer,https://www.instahyre.com/job-330033-senior-software-engineer-at-adyen-bangalore/,Bangalore,Adyen,The platform to help a business grow,2006.0,1000,"Adyen is the fintech platform that provides payment capabilities, data-driven insights, and financial products to help businesses protect revenue, provide customer-friendly authentication, and control finances. ","Java, Data Structures, Algorithms, SQL, Kafka",330033
Blockchain Developer,https://www.instahyre.com/job-190667-blockchain-developer-at-get-wise-systems-bangalore/,Bangalore,Get Wise Systems,Your digital innovation and business transformation partner,2014.0,10,Get Wise is a technology firm that assists CIOs and CXOs at startups and mid-sized enterprises in removing and reducing the complexities in developing Web3.0 internet applications based on blockchain. ,"Blockchain, Ethereum, Hyperledger",190667
Operation Analyst,https://www.instahyre.com/job-312029-operation-analyst-at-certify-work-from-home/,Work From Home,Certify,The next generation of provider data technology,2021.0,50,"CertifyOS is a healthcare intelligence platform leveraging API integrations to automate licensing, enrollment, credentialing, and network monitoring with insight for frictionless processes with one-click actions. ","Operations Management, Data Analysis, Microsoft Excel",312029
Architect,https://www.instahyre.com/job-325661-architect-at-leadsquared-bangalore/,Bangalore,LeadSquared,Sales Execution and Marketing automation software SAAS,2012.0,200,"LeadSquared offers web-based tools to help startups and SMEs with lead management features and help businesses capture, engage and convert leads from online marketing. Customers include Flipkart, Randstad, etc. ",Node.js,325661
Principal Engineer,https://www.instahyre.com/job-326148-principal-engineer-at-cyware-labs-bangalore/,Bangalore,Cyware Labs,Building a Self Responding Collective Defense Network,2016.0,200,Cyware is an app to help cyber security professionals and general internet users stay informed about happenings in the cyber world with expertly curated stories and updates. ,"Python, Flask, PostgreSQL",326148
Corporate Sales Manager,https://www.instahyre.com/job-312026-corporate-sales-manager-at-oyo-rooms-mumbai/,Mumbai,OYO Rooms,A technology driven chain of standardized budget hotels,2013.0,1000,OYO Rooms is a marketplace of branded budget hotels with standardized stay experience. Has launched in 100+ cities in India and is considered to be the next billion dollar startup from India. ,"Corporate Sales, Sales, Business Development",312026
Senior Backend Developer (Python),https://www.instahyre.com/job-328707-senior-backend-developer-python-at-truefoundry-work-from-home/,Work From Home,TrueFoundry,Making your Data Science and ML Teams 10X Productive,2021.0,10,TrueFoundry aims to build an MLOps platform that provides every company an automated post model pipeline similar at par with top tech companies. It automates API deployment along with numerous features. ,"LLMs, FastAPI, Flask, Python, Machine Learning",328707
Business Development Representative,https://www.instahyre.com/job-329506-business-development-representative-at-shield-bangalore/,Bangalore,Shield,The mobile-first risk intelligence platform,2008.0,50,"Shield is a risk intelligence company that offers solutions for device fingerprinting, enterprise-grade protection, ad fraud prevention, and alternative credit risk intelligence to empower businesses to stop fraud. ","Sales, Business Development",329506
Fullstack Developer,https://www.instahyre.com/job-307327-fullstack-developer-at-amazon-bangalore/,Bangalore,Amazon,Earth's most customer-centric company,1994.0,1000,"Amazon is the world's largest online retailer. The company has been referred to as ""one of the most influential economic and cultural forces in the world"", as well as the world's most valuable brand. ","Node.js, React.js, AWS",307327
Content Specialist,https://www.instahyre.com/job-155099-content-specialist-at-simplotel-bangalore/,Bangalore,Simplotel,To simplify the life of hoteliers,2013.0,50,"Simplotel offers a cloud based platform for hotels & motels to give their services & manage their bookings through their web platform. Founders have worked at Amazon, Myntra, Zomato, etc. ","Content Marketing, Content Writing, Copy Writing, English Content, SEO",155099
Training Consultant,https://www.instahyre.com/job-220759-training-consultant-at-blue-ocean-academy-delhi/,Delhi,Blue Ocean Academy,Imparting futuristic skills to a new genre of industry leaders,1988.0,10,"Blue Ocean Academy is an education-empowering organization that aims to help students and foster learning by providing a vast range of educational courses, webinars, and corporate training services. ","Business Development, Corporate Sales, Direct Sales, Sales, Telecalling",220759
Lead Product Engineer - Backend,https://www.instahyre.com/job-323805-lead-product-engineer-backend-at-sprinklr-gurgaon/,Gurgaon,Sprinklr,A billion dollar start-up that cracked social advertising,2009.0,1000,"Sprinklr is social media management enterprise system providing products for Marketing, Advertising, Research, Commerce, Social, Customer Care, Strategy, Analytics, Optimization, Design, etc. ","Java, Hibernate, Spring",323805
iOS Developer,https://www.instahyre.com/job-319681-ios-developer-at-loco-work-from-home/,Work From Home,Loco,India ka apna gaming platform,2020.0,50,"Loco is a leading live game streaming platform made in India for the Indian gaming community. It enables people and enthusiasts to watch gaming streams of games like FIFA, CS GO, DOTA 2 all in one place. ",iOS,319681
SDE II,https://www.instahyre.com/job-325031-sde-ii-at-betafront-technologies-bangalore/,Bangalore,Betafront Technologies,A gateway to innovative tech solutions,2024.0,10,"Betafront is a tech startup that specializes in comprehensive services, including app and platform development, data analytics, AI, and customer onboarding and verification to ensure a seamless client experience. ","Python, AWS, Agile, MySQL, NoSQL",325031
Rupicard - Copy Writing Strategist,https://www.instahyre.com/job-330146-rupicard-copy-writing-strategist-at-rupicard-bangalore/,Bangalore,RupiCard,Providing credit card against fixed deposit,2022.0,10,RupiCard is a financial services-focused startup that mainly aims to build and offer credit cards for Indian customers against fixed deposits with an RBI-approved bank without any hidden or annual charges. ,"Copy Writing, Content Writing",330146
Business Development Executive,https://www.instahyre.com/job-330082-business-development-executive-at-thrillophilia-3-jaipur/,Jaipur,Thrillophilia,Changing how the world experiences the world,2011.0,500,"Thrillophilia is an online platform for discovering and booking travel experiences that offers 24,000+ products and services ranging from adventures, sightseeing tours, offbeat honeymoon options, and more. ","Sales, Business Development, Marketing, CRM, Digital Marketing",330082
React Native Engineer,https://www.instahyre.com/job-182318-react-native-engineer-at-stanplus-bangalore/,Bangalore,StanPlus,Smart medical response,2016.0,200,StanPlus is a hospital and healthcare organization that provides services related to tech solutions that augment existing medical response systems to respond faster for hospitals and healthcare units.,"React Native, Hybrid Apps",182318
Software Engineer,https://www.instahyre.com/job-329889-software-engineer-at-habuild-bangalore/,Bangalore,Habuild,Helping people build sustainable habits with the help of technology,2022.0,1,"Habuild is a tech-driven company with a mission to help people build sustainable habits for a healthy lifestyle, using a unique combination of ancient practices, digital interactions, and modern techniques. ","Node.js, Kafka, Microservices, AWS, PostgreSQL",329889
Senior Business Development Associate,https://www.instahyre.com/job-285630-senior-business-development-associate-at-learning-shala-delhi/,Delhi,Learning Shala,Choose your tomorrow,2018.0,50,"Learning Shala is a distance learning portal that enables students and working professionals to search for information about distance learning courses like certifications, colleges, admission procedures, etc. ","Business Development, Corporate Sales, Direct Sales, International Sales, Sales, Telecalling",285630
Senior DevOps Engineer,https://www.instahyre.com/job-327827-senior-devops-engineer-at-aheadrace-mumbai/,Mumbai,AheadRace,The application problem holding your business is solved,2014.0,50,"AheadRace caters to solving business technology problems with expertise in Mobile App Development, Full-Stack Product Development, Product Engineering, Cloud Integrations, etc.","DevOps, Docker, Kubernetes, Python",327827
Frontend Architect,https://www.instahyre.com/job-323422-frontend-architect-at-headlamp-health-bangalore/,Bangalore,Headlamp Health,Bringing greater precision to mental health care,2022.0,10,Headlamp Health is a software company in the healthcare domain that provides tools for mental health providers helping them access the medical and psychiatric histories and records of their patients seamlessly. ,"React Native, JavaScript, iOS, CSS, Android",323422
International Business Development Manager,https://www.instahyre.com/job-314068-international-business-development-manager-at-pawfect-foods-noida/,Noida,Pawfect Foods,"Naturally delicious, naturally nutritious",2018.0,10,"Pawfect is a global dog food manufacturer delivering the highest food safety and quality standards with diverse flavors and nutritional ingredients, upheld by rigorous training programs, via an e-commerce platform. ","Business Development, International Sales, Sales",314068
Jr. Graphic Designer,https://www.instahyre.com/job-321040-jr-graphic-designer-at-cimpress-mumbai/,Mumbai,Cimpress,Empowering people to make an impression,1995.0,1000,"Cimpress plc invests in and builds customer-focused, entrepreneurial, mass-customization businesses for the long term producing goods and services to meet individual customer needs with mass production efficiency. ",Customer Service,321040
Senior Site Reliability Engineer (Core),https://www.instahyre.com/job-321652-senior-site-reliability-engineer-core-at-sumo-logic-2-bangalore-greater-noida-work-from-home/,"Bangalore,Greater Noida,Work From Home",Sumo Logic,Be a Part of Something Legendary,2010.0,500,"Sumo Logic is a secure, cloud-native, machine data analytics service, delivering real-time, intelligence from structured, semi-structured & unstructured data across the entire application lifecycle & stack. ","AWS, Incident Management, Monitoring, Root Cause Analysis",321652
Site Reliability Engineer,https://www.instahyre.com/job-317064-site-reliability-engineer-at-insticator-work-from-home/,Work From Home,Insticator,Leader in increasing engagement for publishers,2012.0,50,"Insticator empowers publishers and readers with its full suite of engagement and human-moderated commenting products that allow audiences to voice their opinions in safe, and interactive environments. ","AWS, Azure, Google Cloud, Kubernetes, New Relic",317064
